TTEN,FETT,HRTT,CPTT,PTTT,TTET,ETDS,ETDR,ETLO,ETCP,ETPA,ETTE,ETCU,ETCD,ETPC,ETMC,ETTC,ETCC,ETUN,UNCH,UNID,UNTC,UNCP,UNCK,UNCV,UNCO,COCU,CONO,COTE,COBN,STTT,FPIN,FRIN,FPIC,FRIC,FPFC,FRFC,FPDE,FRDE,FPIT,FRIT,FPFT,FRFT
2441011,,,,6208,1077991,EXPRESO PONTEVEDRA SA,AV EVA PERON 3495,LIBERTAD,1716,AR,,30695240607,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441012,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441013,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441015,,,,6208,1079092,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441017,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441019,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441027,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441029,02/12/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441250,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441301,02/12/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441308,,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441309,,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441320,,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441322,,,,6210,1078744,PUERTO FRIO SRL,AV CIRCUMBALACION KM 1294 PQUE IND 0,SAN MIGUEL DE T,4000,AR,,30710644019,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441324,02/10/2016,,,6210,1078744,PUERTO FRIO SRL,AV CIRCUMBALACION KM 1294 PQUE IND 0,SAN MIGUEL DE T,4000,AR,,30710644019,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441326,,,,6204,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441327,,,,6203,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441328,,,,6202,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441354,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441356,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441359,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441380,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441381,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441382,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441383,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441384,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441386,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441387,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441388,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441389,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441393,02/11/2016,,,6207,1077989,EXPRESO MONTE GRANDE SA,INH HUERGO 6255,ESTEBAN ECHEVE,1839,AR,,30710412142,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441394,,,,6207,1078478,MARIO FERNANDO ALLER SRL,CALLE 135 SN 0,BATAN,7601,AR,,30707820914,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441436,,,,6207,1079089,TRANSPORTES EDAR SA,LOS ANDES 1381,ESTEBAN ECHEVE,1839,AR,,30707480374,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441441,02/12/2016,,,6207,1079089,TRANSPORTES EDAR SA,LOS ANDES 1381,ESTEBAN ECHEVE,1839,AR,,30707480374,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441447,02/12/2016,,,6207,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441449,02/11/2016,,,6207,1084459,TRANSCONT SRL,CARROZZI 110,COMODORO RIVADAVIA,9003,AR,,30661981632,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441451,,,,6100,1079092,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441466,,,,6208,1077991,EXPRESO PONTEVEDRA SA,AV EVA PERON 3495,LIBERTAD,1716,AR,,30695240607,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441506,,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441520,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441569,,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441581,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2441598,02/11/2016,,,6207,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444149,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444311,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444312,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444314,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444464,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444465,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444647,,,,6201,1077334,AB LOGISTICA SA,RODRIGUEZ PENA 2411,MAIPU,5511,AR,,30705171218,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444692,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444693,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444694,,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444763,,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444764,,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444765,,,,6204,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444766,,,,6203,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444767,,,,6202,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444768,,,,6210,1078744,PUERTO FRIO SRL,AV CIRCUMBALACION KM 1294 PQUE IND 0,SAN MIGUEL DE T,4000,AR,,30710644019,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444780,,,,6210,1078744,PUERTO FRIO SRL,AV CIRCUMBALACION KM 1294 PQUE IND 0,SAN MIGUEL DE T,4000,AR,,30710644019,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444812,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444839,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444844,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444845,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444892,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
2444900,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
